index,label,text
1965,0,my death will likely be caused by at the wrong time
1966,0,user user everybody just keeps saying gronk and large contingent of patriots who else is there with rob
1967,1,dad and step mom bitching at each other now it christmas christmastree ugh
1968,1,internet got me like wearyface stillalive url
1969,1,the joy have for overnight stakeouts
1970,0,user user user user user user
1971,1,gutted doyle has gone back to wwfc don think we saw what he capable of cpfc
1972,0,user its called user
1973,0,sunset for january at pm temperatures it partly cloudy
1974,1,can wait for my boyfriend to come home and kick my butt into shape see no evilmonkey user
1975,0,hmmm what to have for dinner
1976,1,when you have challah french toast on christmas
1977,0,user as far as what room
1978,1,user why would you do this user superman childagain url
1979,0,woohoo admitting someone who literally needs nothing but med refills url
1980,0,user that the easy part giving my man money to go grab all mine tomorrow morning can be dealing with town to stressfull
1981,1,family time is nice and all but ready to be back at work on this fine morning
1982,1,if loose lips sink ships then loose tweets sink fleets user nasni theatre in coronado ca url
1983,0,seriously tho if you need me anytime over winter break just shoot me text probably won respond cuz ll most likely be eating but hey
1984,0,user scream this message we want the security footage antoniomartin ferguson endracism socialjustice
1985,1,oh the user user you would not need to take to twitter to peddle piffle
1986,0,lovely first day of friends family swim sort cleanse curry less time on social media more time on others
1987,0,user left out blue bin as per calendar but not lifted checked your website and it indicates green bin happy
1988,0,user well face peyton today in my one league so hope he only has td passes and they re both to thomas for me lol
1989,0,why do have to have good game then bad game and then good game then bad game again poutingface
1990,0,and half hour walk proud
1991,1,user noodlescene anyone he was so zen there oh wait but deadhenry and bouncebackannie silly me all makes sense now
1992,1,my year is ending perfectly
1993,1,to be fair deblasio only asked folks to stop protesting until the post funerals so police protesting him is cool
1994,0,user are actually going to contact me rather than just apologising via twitter
1995,0,go get it you broke ass bitches my fault
1996,0,the things see in bath body works worstoutfit cute wtf url
1997,0,seems as if user wants to endorse me on linkedin for any thoughts on this from the omcchat crowd
1998,0,christmas part two began at my parents house today many gifts mountains of wrapping paper excited nephew missing batteries veggie chilli
1999,1,you re great at keeping conversation
2000,0,user men with shaved heads are perceived as an inch taller and stronger than men with hair user
2001,0,user was tempted but didn want to one up your tats with mine
2002,1,awesome rainy day at the track url
2003,1,just love working sunday url
2004,1,burger king hacking and was the weirdest and funniest definetely
2005,0,why is it so hard for people to cover their mouth when they cough specially old people wtf isn it common curtesy coveryomouf nasty
2006,0,don know how you can love but also freaking hate someone so much unamusedface
2007,1,love people that don act like adults
2008,0,the spicy cali roll is just cali roll with dab of sauce on it
2009,0,user user but it not time capsule it current in time
2010,1,azealia banks call iggy igloo australian wooow an incredible rapper diss another one
2011,0,what do you call chinese millionaire
2012,1,customers during christmas time are so nice
2013,1,first day of christmas shopping tomorrow can not wait
2014,1,which is why ve visited pakistan as many times as have sez user
2015,1,user fut ofc the corners they where faaaantastic
2016,1,small amount of lads with birds nests for hair cuts ha allover
2017,1,you keep cops and civilians accountable with body cameras rip eric gardner cameras don keep people accountable people do
2018,0,is just one of the many services offer to people who ask stupid questions
2019,0,what an awesome performance by the choral students user tonight they re developing young stars of the future right here in yeg
2020,0,every parent wants their child to get ahead help your child with sponsorship grant from user charity
2021,0,when one ear breaks on your headphones it so frustrating today
2022,1,user user sounds like flat are having wonderful morn hah wotwot
2023,0,user tried the pizza tonight we got from user down here in pensacola yummy great job url
2024,0,user so that is what happened the acorn voter fraud people
2025,1,wow am glad that have to cycle through this weather
2026,0,user yeah in the honour of the picture those lyrics sketched flushedface
2027,1,am is great time to learn the male reproductive system with the biggest and brightest power point slides ever biology
2028,1,mvp goes to concordia wifi
2029,1,such good lie in
2030,1,can wait to go to the post office to get bent over with shipping fees to mail my folks christmas gifts to montana
2031,0,can wait until this weekend is over then no more xmas parties hateschmoozing
2032,1,the silence in timessquare for ericgarner last night is only broken by nypd siren watch on ifussss app url
2033,1,towing company commuter car being towed url
2034,1,user it must be really bad game if superb comedian like philly phil can squeeze some humor out of it
2035,1,love when this happens url
2036,1,lol it was an rss agenda modi bribed un officals to make yoga day international secularindia hypocrites
2037,0,what am doing with my life
2038,1,just found out have th grade education url must have slept through that entire year
2039,0,notcies eu keeping deficits down how successful is the eus budget surveillance mechanism url
2040,0,these girls can wake up people from the dead worth watching
2041,0,user im done with finals thursday that would be nice lol you leave friday at what time
2042,0,user to the same sex
2043,0,simply having wonderful christmas time
2044,0,user if aguero is out for long time city could buy bony in january
2045,1,happy with the two hours of sleep got last night wearyface
2046,0,the secret of change is to focus all your energy not on fighting the old but on building the new source unknown quotes qvaw
2047,0,rdeye brand has designed the accessory for your easy to carry and comfortable url
2048,0,user ll check it out
2049,1,last day of sewing selfie fashionmajor rough sewing weresogood user url
2050,1,if bjpee hv balls do dare to lift ristrictions mro ahead of modi kashmir visit kashmiris wl show how much thy love modi
2051,0,she got something you just can trust it something mysterious
2052,1,user if it blue ribbon panel then it will be all good
2053,0,indonesia four large parts of crashed airasia jet found on sea floor url via user
2054,0,user user paul believes rubby webster kelly etc are bad players based on projections believe in their upside
2055,1,user cropped her own child out of her picture motheroftheyear url
2056,1,rt user of all the places to get stuck in traffic jam url
2057,1,oh yess dean smith is ref on the plus side we have thompson improved
2058,0,dark grass does rustle www monstermmorpg com brakiest by monstermmorpg mt url
2059,0,what did for my food at the spanish party url
2060,0,user street lights on during the day in clayville olifantsfontein this should not be happening with loadshedding problems on
2061,0,user we are here to fight endlessly and change the system atleast am not going anywhere irrespective of result ak delhi
2062,1,next day makeup just looks so hawt kissmark
2063,1,the good thing about college is that you re not asked to do evens or odds or even the back page of your worksheet
2064,1,great day is one in which it pouring rain and you walk out of your apartment without your car or apartment keys
2065,1,user yep the family of ericgarner is feeling really joyful right now shutitdown
2066,0,they don sing live but they sure are hella good looking smh
2067,1,nosebleeds in the morning are my favorite
2068,0,late night shopping sunglasses really lol sayyes she says xxx url
2069,0,user this is not real life believe me
2070,0,user hardly think user give shite about the fans tbh
2071,0,watch the wog head will have after christmas then last hair cut for christmas
2072,1,today should be fun
2073,1,user you won get source other than ispr
2074,0,user thanks ll have to check out another store in calgary
2075,0,you is very much right my brother when am done still will not have car and when am done praising allah to will still
2076,0,one day is day lemme console myself with blunt
2077,1,user thought all people did for the holiday was to stream holiday cube all day
2078,1,this legendary anfield european cup atmosphere is great hey
2079,1,did lyntoncrosby invent cameronmustgo puerile attacks on user in rw press provoked webacked which led to cameronmustgo
2080,0,user user you do not afford the same treatment to po goes both ways
2081,0,on page of of hogfather by terry pratchett url
2082,0,user public hammering the steelers all week juicy
2083,0,do occupy rent free space in his cranial cavity lol user
2084,0,user in fight over overtime for firefighters dc viewed ruling from control board as permanent but appeals court says no fb
2085,1,that was great hours of sleep
2086,0,anamorphosis lacing objects so that viewed from certain angle they create an image by french artist bernard pras url
2087,1,user user user because as long as she victim she ll have white knights trying to save that damsel in distress
2088,0,are sororities upset that their sisters are making their organizations look bad or that the world sees how some of them act sororitysisters
2089,1,mid speech user christmas lacrosse ball flattering user grand cafe url
2090,1,coin lecoincanard coin lecoincanard coin lecoincanard coin deanbcfc wasalrahman this is question ask myself everyday
2091,0,decent christmas party for change and an added bonus of not missing the last train for change
2092,1,love the fact sick on my birthday
2093,0,knitting scarf yes knitting scarf because manual dexterity and like knitting problems
2094,0,well you just have to look don you wrestling wwe raw or smackdown co url
2095,0,user user blacks aren elite enough to die in hospitals remember that only reserved for when police are in casualties
2096,1,user this year class picture is so awesome really awesome oncomingfist hahahahaha
2097,1,am surprised that my coworker is not going to show up today flurries
2098,0,url forked node get ready for the future where my interviews
2099,1,user your ambition is amazing saintsfc enjoy exit from championsleague
2100,0,maybe should delete my facebook tab cause then probably get more stuff done and be less distracted
2101,0,really don wanna get ahead of myself but can see the light at the end of the tunnel now rangers
2102,1,also the only verb that forgot was to forget
2103,1,user if bjp joins with pdp then cm will be of pdp only way to have hindu cm is to take support of abdullah family
2104,0,user will tweet you when ve got it back up and running
2105,1,ay after hours nareceive ko rin yung message haha thanks globe
2106,0,user user user user what the prices like
2107,1,that moment when you don wanna tell that person you been fuckin someone else cause they might go fuck some else lol truth
2108,1,sooooooo the bears will be looking for an offensive coordinator as well this bodes well for next season whatamess
2109,1,any hindu who tries to defend his religion is communal gharwapsi
2110,0,meh don think suit person neil caffrey tvquotes whitecollar
2111,1,cramming psych pages into my brain even though we learnt that cramming isn effective
2112,1,love dating shows my favourite is strictly come dancing so good when it works out for them
2113,1,user breaking pm netanyahu slams eu countries the europeans are hypocrites that learned nothing from the holocaust
2114,1,cooper been busy today url
2115,1,merry christmas love instagram url gifts spam
2116,1,love when write tweet wrong
2117,1,thechicago firehouse restaurant goes up in flames chicago fire cfd workingpress cbs wbbm url
2118,1,nailed it catsofinstagram catstagram ilovemycat pawproject url
2119,1,we prefer to lose the derby vs suc and fight for ligna trophy
2120,0,user got manually retweeted by zach harper
2121,1,thank you user for live tweeting my morning
2122,1,user user you do look die hard fan of his
2123,1,happy stfx day lost my xring in it was found mo later glistening on the th green of lost creek golf club xringmiracle
2124,0,user so pissed at rn
2125,0,user love that song
2126,1,user user in musical the music department is quite unimportant umitsamusical
2127,1,love coming to school knowing have tests all day
2128,0,long time no see long along time times no see me you your say hi hello want wanna to meet user url
2129,1,user caffeine free coffee yeah ll have that next time have slice of sugar free cheesecake
2130,0,in desperate need of training partner with the knowledge and insight of the infamous user candidates apply within
2131,0,looks at blackboard calls life alert help my grades have fallen and they can get up
2132,1,tweeted about how dangerous glasgow is and glaswegian party venue followed me win
2133,1,because learning for the finals is fucking amazing
2134,0,user people who are drinking and driving now please
2135,0,user no rarely drink at all got stomach bug
2136,0,some guy chattin shit to me on the bus saying look like snoop dogg kmt again
2137,0,user finally had chance to watch doyle finale thanks for great seasons yes cried at the end
2138,1,people who lie to me really help with my trust issues
2139,0,hospital hard on badincentives flu healthcare finance sps
2140,1,cared for seconds then got distracted
2141,0,explosions nicely done apparently the joker have lot in common that disconcerting url batman startrek
2142,0,session at the local stphoto rektek bmx lookmamnohands flying url
2143,1,jesus am watching too much thenewsroom look at me getting all sonyhack sermonising
2144,1,nose is stuffed awesome
2145,1,user grabe affordable na affordable
2146,0,user no not negation sometimes peace is achieved in way that you accept to be content by constant searing
2147,0,perty sunrise fs timelapse of the mountain url
2148,1,well it always good time losing at the bay user user user
2149,0,promote edm why would add jazz some ppl will do anything popular soobvious wtf attentionwhore keepitreal url
2150,0,user wow rickman really looks lot different with blond hair
2151,0,my grandma tells me she made raviolis to eat you know yelled back fuck you don want no ravioli nigga
2152,1,user user you can reason with someone with bio as moronic as his so should everyone else sodemocratic
2153,0,so excited for whole new episode rhoa love this show
2154,0,take deep breath it just bad day bad life url
2155,0,munro facial expression is my facial expression right now but giving up on url
2156,1,user user wait your followup to ferguson stereotyping talk is audio about kid who wants to do hood rat stuff
2157,0,to be an ass but ohh yeaa url
2158,0,not gonna ask you for following your own decision
2159,1,user think that was the joke
2160,0,it could be jihadist hello it is jihadist radical islamists terrorists sydneysiege daesh
2161,1,user user because bill makes too much money making speeches now and he so honest
2162,1,well today has just started off great
2163,0,just friendly reminder motto advice you are defined by your past url
2164,1,aren you just loving the snow stockport url
2165,0,go subscribe user on youtube url for good music
2166,1,when that bish defollows you disney belle url
2167,0,user horrible day in cambuslang very christmasy url
2168,1,user ooooo touching myself to odb he is the greatest giants player to ever play the game screw that the best player ever
2169,0,shame on jacksonville jags and shadkhan url do you think that police phobic stooges url
2170,1,at url the sun finally decided to play beastside tahiti url
2171,0,user user sure hope ev vaccinations are up to date gobolts user user user
2172,0,so which beauty can get me some followers then speak no evilmonkey
2173,0,just booked me and my back massage with user user hopefully stop it groaning over crimbo thumbsup santaclaus wrappedgift santaclaus
2174,0,can be mad at you for matter of min then can stand not talking to you
2175,0,always forget how good the is by ian brown headphone singingoutloud tune
2176,0,user was completely sensationalized inferring that cubs weren serious about winning until wednesday is joke
2177,1,so excited for the christmas party with the snobby side of my fammm
2178,1,user user ikr this is not true battlefield game
2179,1,user how do you propose to determine sides have both black and white family members racewar lovenotwar
2180,0,okay back to studying for math final
2181,1,user yesss what makes it worse is when they look gorgeous and say just got my face beat wtf contradiction
2182,0,jack doesn understand twitter thoughts
2183,0,alaska hiphop flowtronics what this world coming to rizzle boone pratt token url via user
2184,0,user oh man you will have to get everyone singing ready for when in
2185,0,happy holidays from me and my boy carl lrs holiday party smirkingface christmastree christmastree url
2186,0,thank you user for these amazing candles from the new series of user atmosphere url
2187,1,dissecting rat first period is great start to the day mouse
2188,1,buzzing for school on monday
2189,1,user user user user this has been my point all along that tc is proving to be ecigs best advertiser to teens
2190,1,user obvi because every jesuit is heretic
2191,1,it so much fun to drive front wheel drive car in the snow
2192,0,user aah yes rajneesh saab lol controversial figure he was
2193,0,nowadays you can be everything somebody ever wanted and still get played mxm men all
2194,0,drinking an imperial ipa by user url photo
2195,1,lunch today fakelobster worldofswede url
2196,1,user few politicians get importance of patient dignity right to die url
2197,1,ff by such different twist to the regular frozen cakes we love this one url
2198,1,user we should monitor them
2199,1,user woman that puts man in irons supports the irons
2200,0,filmmaker and writer nicole franklin is on twitter user pls follow econvo film director
2201,0,user he be perfect fit or beachy medlen
2202,0,user substitute for chicken nuggets url uhm no thanks
2203,0,user ll just wait here
2204,0,work done gym done steak for tea and friday tomorrow woohoo thumbsup
2205,0,user it ok thanks for telling me passed the idea on to sydney friend
2206,0,eeeek cinema date with the boo this weekend see no evilmonkey twohearts
2207,0,to have highway clean up section of highway people expressed their freedom of speech user user user
2208,0,ukraine president to meet russian french german leaders rules out offensive url via user
2209,1,ve definitely caught my sisters flu feeling chesty cough brewing and it the best start to the week tgim
2210,1,air passenger duty for under to be abolished at last something to help the homeless and impoverished autumnstatement
2211,0,always forget that many activists and radicals who are most earnest look back fondly to and not or classwar
2212,1,user ooh can probably watch replay or the orion launch at some point oh wonderful that sooo exciting nothanks
2213,1,love the fact that are school smells like sewer
2214,0,user is it on display at any given time at ryerson
2215,0,day sun but it not sunny today cloud france sun or today day url
2216,1,jeremynortham there insulting piano and songs shut the fuck up man bet you thought you were epic gosfordpark
2217,1,just exactly how wanted to start my day shitty
2218,0,user thank you so much such generous display of kindness from your side
2219,1,when callin tappin lol sorry
2220,1,know for fact sam is not gonna be in school today and that really is just the cherry on top of perfect monday
2221,1,it christmas miracle url
2222,1,work should be fun today unamusedface
2223,1,the that the euphemism coercivecontrol was coined by man but is now lovingly appropriated by the radical feminist agenda
2224,1,my bed time stories are awesome ohwell youaskedforit
2225,1,thankful our stat teacher is dropping the lowest quiz user lifesaved
2226,1,this sounds like loads of fun snow freezing drizzle rain km winds url
2227,1,user user user well done you have more twitter followers than me you have succeeded in life
2228,1,still up at work at is gonna be prime
2229,0,user rt user baby name dataviz source url url
2230,0,let just not pretend for once
2231,0,what is the most important thing that you should do today breathe url
2232,1,just seen bikes on bikes
2233,0,user happy christmas to you yours may bring good health happiness every success and all you wish yourselves
2234,1,love being on hold especially when the music is so great
2235,0,peshawar school massacre pak must know their greater enemy is terrorism not india peshawarattack
2236,0,of course one of my lecturers happened to be at the bar restaurant we are at for my birthday meal
2237,0,user user hates his anti american anti constitution policies and actions fixed it for you
2238,1,guess its just me brett and my mom this year gotta love my family
2239,0,user the word itself is mockery bae like abey perseveringface
2240,0,user think you should go get checked out
2241,1,user becauseeee miss youu coffee later
2242,1,user user but it can never be other way round
2243,0,url teenanalcasting she she sucked me dry
2244,1,and it freezing yay url
2245,0,backs killing me today grimacingface tramadol
2246,1,need misadventure form because broke my hand practising and rewriting this english essay times
2247,0,am on christmas day and we re heating up pizza and breadsticks url
2248,1,beautiful day
2249,0,nypd did comment this or provide its own internal statistics policecar involved skull the info has not been given the fbi since
2250,1,those mini naps had all night between sneezing coughing and blowing my nose were super restful fluday
2251,0,kimk dress style user it or balenciaga kimkardashian vestito moda go url
2252,0,user user aren most legislators list of legislative accomplisments the past years short
2253,1,user user the number play was awesome
2254,0,drawing with my little girl still can believe she can draw this good drawing daughter url
2255,1,downplaying social media but using hashtag givepresence
2256,1,user user journalism at its best
2257,0,loadshedding again eissh wonder if eskom cell have partnered up both get paid but their services suck
2258,0,user after went to europe
2259,1,us looking sexy shirt
2260,0,check it out url
2261,1,user user will probably get to write more about the show by doing so
2262,0,rush rush rush all done and then pow football through the window glasseverywhere boyswillbeboys
2263,1,this is great
2264,1,welcome to metro rt user thanks to seattle prep for finally removing their starters up with left
2265,1,haha love when accidentally spray perfume in my eye
2266,0,user just did it what the prize
2267,0,prediction putin ditches the ruble and adopts bitcoin
2268,0,sarcasm is the only thing like sarcasticbitch
2269,0,the long commute to work for this keyboardcowboy anyonecancode user url
2270,0,keep seeing we need to build global society personally rather have our american society back tcot ericgarner ferguson
2271,0,why must pay more for car insurance when don have to don get ripped off trust goskippy url
2272,1,user malay mo its his real name haha but still nice joke about na richard two bagong bago hahahhaah jk
2273,0,ll tell you what those ceaccp books make cracking bonfire don they frca freedom
2274,0,shhhhhh nobody move they re playing non electronic game together nicely url
2275,0,this is song awful url
2276,1,what shock duke johnson is hurt in an important game canes
2277,0,my five days of christmas shared infosec hirefriday humor url
2278,1,user user omg want one but have easypay express this would mean would only use it to ride path
2279,1,so different when back home blame the work crew rowdy banter toomuchlove family
2280,0,dear next person that seeks to educate me on anything please be very educated themselves which means knowing multiple points of view url
2281,1,think apple should make their icloud service and options little more confusing its really getting good now
2282,0,url gapeland super sweet super sweet lilli is simply adorable with her all leg
2283,1,user user spoiled rancid food and guns in the aisles rats in user sounds great
2284,0,user never ending pointless no cunt wins tit for tat zero accountability and hunners of finger pointing
2285,1,another fantastic day
2286,0,of my clothes are black noshame bomb
2287,1,hey what do you know one of the witnesses supporting darren wilson story lied and is racist mind blown url
2288,0,user user yes do this all the time it such an easy thing to do don why this isn common knowledge
2289,0,lol with all due respect to kobebryant he is mj but damn near close legends url
2290,1,user you sound just like jack kerouac
2291,0,user user user user user user dutch northern theres combo not speaking yr mind
2292,1,user bring it on will look forward to the easter one more funnily enough crave salad and fruit round xmas now
2293,1,user indonesia does blasphemy laws ministry of religious affairs which also happens to be the most corrupt ministry
2294,1,user woww thanks for that helps alot hahaha saddd
2295,1,user it not work if you enjoy it eh
2296,0,when all else fails url relationships needs via user
2297,0,gonna be the shittest christmas ever without my mum gonna get so drunk tropicaldrink tropicaldrink tropicaldrink
2298,0,user im sorry chode my phone broke
2299,1,another user moment we can be bothered to fix your broadband problem but would you like to buy an iphone of us hell no
2300,1,user user user hope you have more ambition john cause no one else seems too
2301,1,now that can seem to afford good things material things in life its the simple things that need and really want of my life
2302,1,younger siblings are okay but then they do this irritating thing where they wake you at to open presents and that just awesome
2303,1,always fun when buses don turn up it my favorite waiting outside in the freezing cold for them for like half an hour smirkingface
2304,0,user user hahaha good you might own stadium then rather than the local council
2305,0,user but talking rubbish about system on twitter can change anything action speaks louder than words
2306,0,who accepts this challenge who next ends soon be ten executive founding member url
2307,1,going to sleep solid minutes earlier than last night success justwhatiwanted
2308,1,user doing great job what do pay my extortionate council taxes for disgrace ongoingproblem url
2309,0,thank god she doesn get me to do this anymore ellielippitt barber hairdresser blondie url
2310,0,user try your luck tom you can be one of the free passers and makatanggap ng free item from david okay na yun tas uwi haha
2311,1,love feeling like ve been lied to
2312,0,user who look so much alike omg lashwkaywiduwb
2313,0,boooooom goals in minutes thatsarsenal you
2314,0,ayee love your lips trying to sound creepy url
2315,0,user was just about to say that
2316,1,user user world greatest fans
2317,1,from our upstairs neighbors deciding to do load of laundry at am to the am freight train falling asleep is working out great
2318,1,committed to you your privacy and an open web please turn on javascript to display this page correctly firefox homepage
2319,0,days when you just want everyone to leave you alone in good mood nohunting
2320,1,user when all the trauma these kids are suffering is over the fact remains you apologised for telling the truth stuism
2321,0,how exciting he walking all by himself amazing strength hardwork love url
2322,1,so excited for work
2323,0,the quest for gosupersonic tickets continue
2324,1,love spending five hours night doing homework please assign more teachers
2325,1,watching christmas movies alone is like so much fun
2326,1,stomach flu once again what surprise unamusedface
2327,0,user user user watchoutforthis hold the line
2328,0,all can say is lucky
2329,1,actually kinda surprised that people still say not after an ironic statement
2330,1,love waking up to my face being licked by my puppy
2331,0,what why its christmas its forbidden to do such terribile things give it back to us user
2332,1,user don let fuckboys get in the way of you being happy never have and never will lmao
2333,1,user hi have just received photo of my dear parcel from china amazing he is travelling around the world
2334,0,user seriously in the clothes section
2335,1,user and he can find himself pair that would fit see no evilmonkey speak no evilmonkey speak no evilmonkey
2336,0,user what is it with whales this morning url
2337,0,she can get it raw
2338,0,user haha noo don need new boob my old ones are just fabulous
2339,1,well the week is off to great start fml
2340,0,user congratulations gg for giving us amazing collections for yrs in fact was planning to do the same for from my prospictive
2341,0,all cute dude girlygirl into is please rt url url
2342,1,keep telling my friends busy they need to stop blowing me up but they just can stop url
2343,0,user fading the public doesn just apply to gambling do the exact opposite of user and you re in good shape
2344,1,secret santa for one of my er hotter work colleagues url
2345,0,the excitement for evc follow user answer simple questions and win passes for the gig getenchanted url
2346,0,user user as red sox follower can vouch for gomes as clubhouse leader such fun teammate
2347,0,enroll members on each leg then help your personally enrolled members get executive diamond pkgs url
2348,1,yay for no longer having vehicle pensiveface
2349,0,getting ready yesterday christmaseve lastnight url
2350,0,notcies eu eu backs top early career researchers with million url
2351,1,user user damn socialist
2352,1,love seeing what you guys got
2353,1,me when think can do cartwheel url
2354,1,don like clowns but going to be one
2355,0,can someone please tell me where the video is
2356,0,drinking mercury the winged messenger planet series by user url photo
2357,1,just found out have my making babies final on thursday good thing have so much time to study
2358,0,good morning hank its saturday im starving
2359,0,long to wait till released co turns up temperature url url
2360,1,can wait for the facup rd draw
2361,0,user people who commit crimes resist cops or attack cops are endangering their own lives no respect for law or other people
2362,1,fleury with shut outs so far on the season he still not good though
2363,0,user typed it with lisp too hahah
2364,0,when santa looks up my name smirkingface crown sassy naughty or nice instagood instadaily christmas url
2365,1,don wanna hate religious people cos am one of them so religious in music ahaa
2366,1,there millions of autobot troll accounts on twitter that post dumb sh for rt then people call them stupid naive
2367,1,keep running from your problems that always works
2368,1,would like to thank my nephew for giving me his horrible cold sore throat etc much appreciated
2369,1,enabling the windows firewall is perfectly reasonable thing to do to package in software installer
2370,1,just as the microphone fails if we were having this conversation years ago user webrtc webrtcparis
2371,1,welp there goes bucks down the drain thanks ku student housing get me out
2372,0,this pressure is unreal keep it up
2373,0,same soundcloud dl url follow user atl consciousmusic url
2374,1,absolutely love moving house
2375,1,powerful picture taken by protester the night before christmas the is real url
2376,1,listened to gimme shelter while driving in the rain
2377,1,taking over the mansion with the mexicans user
2378,0,user user what going on with sharks hair looks like the council has cut it
2379,0,notcies eu liverpool workers miscarriage of justice victims url
2380,1,user ha don have haters just few misguided souls who thought my mentions were bulletin board for their issues
2381,0,user user yip most likely the next time get suckered into making anotherone
2382,1,love hearing people explanations about the dating world in america in the library while am studying
2383,0,eskom load shedding hammers the rand again url current spot rate usd url vivaancviva
2384,1,what great person you are
2385,1,user user can wait to see ya both
2386,1,wow feel great
2387,1,twitter slams austin strange fruit pr firm spurring it to drop the name it shared with song about lynching url
2388,1,user looking forward to the time have to traipse down the stairs to postie with baby attached to my nipple flushedface
2389,1,user user they no less than the bcci and arnab keeps bashing them on the news hour
2390,1,yep true patriots all url
2391,1,user user user user was that head mathers batting powerful intimidating
2392,0,user user prefer the slew of ferguson protestors across the us they stop traffic shut dwn bridges
2393,1,user think may use that in my ads
2394,0,user user its user bcoz he is so nasty and loves his
2395,1,user don believe you
2396,1,nothing like the hr swing back to being day walker to make you feel like million bucks shiftworkerlife
2397,0,don have to respect your beliefs only have to respect your right to have them atheist atheism
2398,0,user user user user user user mmmm
2399,0,user speakeasy url
2400,1,wow shocker rt user dick cheney on cia torture do it again in minute url url
2401,0,one season down togo onetreehill
2402,1,the late howie carr wd be amused to see granny warren putting the wood to bow tied bum kisser
2403,1,michael have sexy face when he cough url
2404,1,love being made fun of
2405,1,feels so good get off have go straight school though
2406,0,hey everyone want this as christmas gift can you send me one user gtx url
2407,0,pretty sure there satanic baby in the apartment next door stays howling not crying howling all day all night ugh killmenow
2408,0,url gapingangels georgeous georgeous busty blonde drilled in all her aroused holes
2409,0,user you wearing the pin sent for the rest of the video yesterday made my day daymade addicted url
2410,0,user ugh painful for sure can win em all spose but you shouldn ever look like that
2411,0,what do you all think of that salt pepa geico commercial think it pretty terrible
2412,0,officially on twitter sure what to do after all these pound signs
2413,1,the moment you realize that what have you done in this whole year
2414,1,yeah the prom is the most important event in your life
2415,1,wishing my relationship was that real
2416,0,exclusive indonesia airasia crash probe focuses on timing of request to climb weather url via user
2417,0,user marvellous sounds nothing like any jingle bells song ve ever heard can see you in mismatched socks tights cricket gear
2418,0,indian urdu daily advocates murdering apostates after extremist hindu groups convert muslims the first url
2419,0,company profile not twins ventures llc url twins ventures llc
2420,0,photo pc lace corset size small xl price leave size and email for invoice url
2421,0,it is so much easier for me to write how feeling than to actually speak it get nervous and stumble on my words if it on my heart
2422,0,bacon that all that the tweet
2423,0,yup amazing how that is isnt it user user user
2424,0,photo dance icon sports bra shorts bikini lingerie one size leave email for invoice url
2425,0,better than yourself should be the score not better than other ones
2426,1,user but they put it in soaps and shampoo it healthy
2427,0,user how do you score on someone
2428,1,it all calamity of lies everything is fake so we only accept what isn true so when the truth comes we deny it
2429,1,taking the christmas lights down in the swamp will be blast
2430,0,user it the freshman semester of my first year ohanya finalsamiright
2431,0,don know what worse the fact that mcdonald is open on christmas day or that people are actually in there eating it right
2432,1,love that my body can handle school stress and makes me physically sick
2433,1,finally going to bed definitely looking forward to waking up in hours thumbsup
2434,0,user aww bless ya enjoy your break babe yeah it was great thanks finally recovering from it how ya tash going
2435,1,platoon strategy ain so bad mean we are line army mets
2436,1,day going to the dr for cause sure she has strep awesome
2437,0,user huh it graphical representation of what happening nothing is out there to take photo
2438,0,but it time to face the truth will never be with you
2439,1,this guy who started jack hammering at this morning right outside my window can stop anytime now sleepingbeauty
2440,1,user what way to start the new year
2441,0,as girl my reason not to put on makeup is satisfied with my face unlike you bitch winter
2442,0,oh look wrapping presents is so easy here the video to prove it url
2443,1,write cover page of thesis laptop commits suicide url
2444,1,haven talked to you in days that cool guess
2445,1,the interview has been cancelled not because of north korea but because the immense comedy would blow our mortal minds
2446,1,the sky looks so beautiful today url
2447,0,user hey russia make money tweeting yet url this foxnews clip explains how url
2448,0,aww ve just seen the pictures of user from today hows recovery going getwellsoon
2449,1,what the team playoff picked by people didn solve schools still being pissed so shocked cfbplayoff
2450,1,user why yes because being some man property is such privilege user ironagethinking
2451,1,day ski school with instructor patrick soon ll be ready for the black slopes url
2452,1,everyones full of ruddy xmas cheer here
2453,1,user because we all know that house is hermetically sealed environment user user user
2454,0,one things for sure ima make all folks remember me
2455,1,sending best wishes to all my coworkers at the am this morning
2456,0,they can be identified uk should allow more syrian refugees entry among them will be islamists potential terrorists
2457,1,user when demand prooftext for cessationism user beautiful observation
2458,0,yep it exactly what you re thinking someone called an ambulance for the former audi audi carporn url
2459,0,user can use smartphone url app pays you url co rdlrugn ie go url
2460,0,how the fuck do come out of commercial injury break delay of game redskins
2461,0,notcias eu europ how santa juncker can bring the gift of healthier eu url
2462,1,this is fun url
2463,1,irony died times during the climax of sholay when the police urged thakur not to take the law into his hands bollywood
2464,1,done to much again url
2465,0,user is at her best when she reports frm on the field not that she is bad at studio but on field she is true story teller
2466,1,yay for knee machines url
2467,0,user so you condone murder for rude people file that under nincompoop update
2468,0,minivan mom ebony wilkerson guilty by reason of insanity judge florida judge ruled friday that url
2469,0,user long yeah the director cut will be longer you need to see penguins of madagascar btw
2470,0,well today can go fuck itself
2471,1,love working for an hour and not getting paid for it
2472,1,love when wake up grumpy effroommates yourtooloud notnecessary bequieter ugh
2473,1,user user lfc worst start in years and still above efc that is funny wishwehada milstriker
2474,0,are you kidding me this is unacceptable url
